kategoria_z_ktorej_odstranit;kod_produktu;nazov;feed
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOA200;Diaľkový ovládač ALIEN ATlink 100 IR, 200 IR náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOA210;Diaľkový ovládač ALIEN ATlink 110 IR, 210 IR náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOA250;Diaľkový ovládač ALIEN ATlink 250 IR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOA310;Diaľkový ovládač ALIEN ATlink 310 IR náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOENI;Diaľkový ovládač ALIEN HD-BOX Enibox - náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOFUN;Diaľkový ovládač ALIEN Zircon Funbox;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOIQON;Diaľkový ovládač ALIEN Iqon Force-1 - náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOJAZZ;Diaľkový ovládač ALIEN Zircon JAZZ;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOML1200;Diaľkový ovládač ALIEN Medialink 1200;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOML2200;Diaľkový ovládač ALIEN Medialink 2200;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOPRE;Diaľkový ovládač ALIEN Zircon T-Premium;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOXBMC;Diaľkový ovládač ALIEN HD-BOX AND-II XBMC - náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOZ077;Diaľkový ovládač ALIEN Zircon SHD 007, 077, 7777, miniBox HD;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOZECO;Diaľkový ovládač ALIEN Zircon T-econ;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOZPT;Diaľkový ovládač ALIEN Zircon T3000HD Plustelka;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;UNIDOZST;Diaľkový ovládač ALIEN Zircon Starline, Skyline náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;VUDOB;VU+ Bluetooth/IR diaľkový ovládač;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;VUDOQ;VU+ Qwerty diaľkový ovládač;atos
TV, audio, video a foto technika > Diaľkové ovládače > Satelitné ovládače;VUIR300;VU+ IR300 RCU diaľkový ovládač;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;ARM-RC1910;Diaľkový ovládač ATOS Sharp, Vestel, Toshiba, Hyundai  RC1910;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;ATO-NDTVF45135TIVO R;Diaľkový ovládač FINLUX SMART TIVO NETFLIX;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;ATO-NDTVF45160 RC;Diaľkový ovládač FINLUX SMART ANDROID NETFLIX;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DO242254901833N;Diaľkový ovládač ALIEN Philips 242254901833;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DO242254902212N;Diaľkový ovládač ALIEN Philips 242254902212;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOALIDWR46;Diaľkový ovládač ALIEN Daewoo R-46G22;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBEKO121;Diaľkový ovládač ALIEN BEKO 12.1;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBEKO125;Diaľkový ovládač ALIEN BEKO 12.5;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBEKO126;Diaľkový ovládač ALIEN BEKO 12.6;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBEKO141;Diaľkový ovládač ALIEN BEKO 14.1;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN01247AR;Diaľkový ovládač ATOS Samsung BN59-01247A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN59-01015R;Diaľkový ovládač ATOS Samsung BN59-01015A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900104N;Diaľkový ovládač ALIEN Samsung BN59-00104N;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900609AN;Diaľkový ovládač ALIEN Samsung BN59-00609A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900611AN;Diaľkový ovládač ALIEN Samsung BN59-00611A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900683AN;Diaľkový ovládač ALIEN Samsung BN59-00683A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900684AN;Diaľkový ovládač ALIEN Samsung BN59-00684A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900686AN;Diaľkový ovládač ALIEN Samsung BN59-00686A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900706AN;Diaľkový ovládač ALIEN Samsung BN5900706A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900865AN;Diaľkový ovládač ALIEN Samsung BN59-00865A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900940N;Diaľkový ovládač ALIEN Samsung BN59-00940A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5900941N;Diaľkový ovládač ALIEN Samsung BN59-00941A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901005AN;Diaľkový ovládač ALIEN Samsung BN59-01005A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901014AN;Diaľkový ovládač ALIEN Samsung BN59-01014A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901015AN;Diaľkový ovládač ALIEN Samsung BN59-01015A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901039AN;Diaľkový ovládač ALIEN Samsung BN59-01039A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901054AN;Diaľkový ovládač ALIEN Samsung BN59-01054A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBN5901069AN;Diaľkový ovládač ALIEN Samsung BN59-01069A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOBNBN59-01012AN;Diaľkový ovládač ALIEN Samsung BN59-01012A;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEC22LED622N;Diaľkový ovládač ALIEN ECG 22LED622PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEC24LED622N;Diaľkový ovládač ALIEN ECG 24LED622PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEC29LED701N;Diaľkový ovládač ALIEN ECG 29LED701PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEC32LED731N;Diaľkový ovládač ALIEN ECG 32LED731PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEC40LED722N;Diaľkový ovládač ALIEN ECG 40LED722PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOECGRCD302N;Diaľkový ovládač ALIEN ECG RC-D3-02;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOECGRCGD1N;Diaľkový ovládač ALIEN ECG RC-GD1;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOECMG10N;Diaľkový ovládač ALIEN ECG MG10-01 PVR;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEF22X718N;Diaľkový ovládač ALIEN Changhong EF22X718;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEF24F898SN;Diaľkový ovládač ALIEN Changhong EF24F898S;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEF32F868SN;Diaľkový ovládač ALIEN Changhong EF32F868S;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEN2BB27H;Diaľkový ovládač ALIEN HISENSE EN2BB27H;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEN2G30H;Diaľkový ovládač ALIEN HISENSE EN2G30H;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEN2X27HS;Diaľkový ovládač ALIEN HISENSE EN2X27HS;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOEN3B39;Diaľkový ovládač ALIEN HISENSE EN3B39;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOER22601B;Diaľkový ovládač ALIEN HISENSE ER-22601B;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOER22655HS;Diaľkový ovládač ALIEN HISENSE ER-22655HS;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOG32AC40;Diaľkový ovládač ALIEN Changhong GCBLTV32A-C40;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGK23J2C8N;Diaľkový ovládač ALIEN Changhong GK23J2-C8;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1055N;Diaľkový ovládač ALIEN GoGEN RC1055;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1205N;Diaľkový ovládač ALIEN GoGEN RC1205;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1805N;Diaľkový ovládač ALIEN GoGEN RC1805;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1825N;Diaľkový ovládač ALIEN GoGEN RC1825;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1900N;Diaľkový ovládač ALIEN GoGEN RC1900;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1910N;Diaľkový ovládač ALIEN GoGEN RC1910;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC1912N;Diaľkový ovládač ALIEN GoGEN RC1912;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC4822N;Diaľkový ovládač ALIEN GoGEN RC4822;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC4845N;Diaľkový ovládač ALIEN GoGEN RC4845;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC4862N;Diaľkový ovládač ALIEN GoGEN RC4862;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC4900N;Diaľkový ovládač ALIEN GoGEN RC4900;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC5103N;Diaľkový ovládač ALIEN GoGEN RC5103;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGOGRC5112N;Diaľkový ovládač ALIEN GoGEN RC5112;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRRC23N;Diaľkový ovládač ALIEN Grundig RC23;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRRCGD1N;Diaľkový ovládač ALIEN Grundig RC-GD1;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRTP2N;Diaľkový ovládač ALIEN Grundig TP2;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRTP6N;Diaľkový ovládač ALIEN Grundig TP6;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRTP715N;Diaľkový ovládač ALIEN Grundig TP715;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRTP7N;Diaľkový ovládač ALIEN Grundig TP7;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOGRTP8N;Diaľkový ovládač ALIEN Grundig TP8;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA1522N;Diaľkový ovládač ALIEN Hitachi RCT-1522;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA1910N;Diaľkový ovládač ALIEN Hitachi RC1910;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA1912N;Diaľkový ovládač ALIEN Hitachi RC1912;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA4848N;Diaľkový ovládač ALIEN Hitachi RC4848;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA4862N;Diaľkový ovládač ALIEN Hitachi RC4862;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA49141N;Diaľkový ovládač ALIEN Hitachi RC-49141;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHITA5100N;Diaľkový ovládač ALIEN Hitachi RC5100;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHUA1078;Diaľkový ovládač RM-D1078 pro Samsung univerzálny;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHUAP920;Diaľkový ovládač HUAYU RM-D920+ Panasonic univerzálny;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHY1055;Diaľkový ovládač ALIEN Hyundai RC1055;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHY1825;Diaľkový ovládač ALIEN Hyundai RC1825;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU1910N;Diaľkový ovládač ALIEN Hyundai RC1910;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU2040N;Diaľkový ovládač ALIEN Hyundai RC2040;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU4800N;Diaľkový ovládač ALIEN Hyundai RC4800;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU4822N;Diaľkový ovládač ALIEN Hyundai RC4822;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU4848N;Diaľkový ovládač ALIEN Hyundai RC4848;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU4875N;Diaľkový ovládač ALIEN Hyundai RC4875;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU4900N;Diaľkový ovládač ALIEN Hyundai RC4900;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOHYU5103N;Diaľkový ovládač ALIEN Hyundai RC5103;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVC4800N;Diaľkový ovládač ALIEN JVC RC4800;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC1223N;Diaľkový ovládač ALIEN JVC RM-C1223;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC1245N;Diaľkový ovládač ALIEN JVC RM-C1245;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC1500N;Diaľkový ovládač ALIEN JVC RM-C1500;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC2500N;Diaľkový ovládač ALIEN JVC RM-C2500;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC3184N;Diaľkový ovládač ALIEN JVC RM-C3184;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOJVCRMC3607;Vysielač DO JVC RM-C3607 - náhrada;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOL19X699N;Diaľkový ovládač ALIEN Changhong L19X699;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOL32F726N;Diaľkový ovládač ALIEN Changhong L32F726;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLED19D2000HN;Diaľkový ovládač ALIEN Changhong LED19D2000H;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLED24D2080HN;Diaľkový ovládač ALIEN Changhong LED24D2080H;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLED29A6500N;Diaľkový ovládač ALIEN Changhong LED29A6500;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLED32A4500N;Diaľkový ovládač ALIEN Changhong LED32A4500;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLED32C1600HN;Diaľkový ovládač ALIEN Changhong LED32C1600H;atos
TV, audio, video a foto technika > Diaľkové ovládače > Televízne ovládače;DOLF24T699N;Diaľkový ovládač ALIEN Changhong LF24T699;atos
